Date,price,position,pnl,cum
2018-11-12 00:00:00-05:00,113.66000366210938,0.0,0.0,1.0
2018-11-13 00:00:00-05:00,113.6999969482422,0.0,0.0,1.0
2018-11-14 00:00:00-05:00,114.63999938964844,1.0,0.007267391966898074,1.0072673919668982
2018-11-15 00:00:00-05:00,114.7699966430664,1.0,0.0011339606953078007,1.0084095935990538
2018-11-16 00:00:00-05:00,115.62000274658205,1.0,0.00740616997802257,1.015878046456717
2018-11-19 00:00:00-05:00,115.66999816894533,1.0,0.0004324115306661991,1.0163173238377554
2018-11-20 00:00:00-05:00,115.66999816894533,1.0,0.0,1.0163173238377554
2018-11-21 00:00:00-05:00,115.86000061035156,0.0,-0.001,1.0153010065139176
2018-11-23 00:00:00-05:00,115.7699966430664,0.0,-0.0,1.0153010065139176
2018-11-26 00:00:00-05:00,115.63999938964844,0.0,-0.0,1.0153010065139176
2018-11-27 00:00:00-05:00,114.9499969482422,0.0,-0.0,1.0153010065139176
2018-11-28 00:00:00-05:00,115.37999725341795,0.0,0.0,1.0153010065139176
2018-11-29 00:00:00-05:00,115.73999786376952,0.0,0.0,1.0153010065139176
2018-11-30 00:00:00-05:00,115.54000091552734,1.0,-0.002727984723808085,1.0125312808780806
2018-12-03 00:00:00-05:00,116.41000366210938,1.0,0.007529883500850154,1.0201555234640591
2018-12-04 00:00:00-05:00,117.12000274658205,1.0,0.006099124320393612,1.0263775788278027
2018-12-06 00:00:00-05:00,117.13999938964844,1.0,0.0001707363609755319,1.0265528188005986
2018-12-07 00:00:00-05:00,118.08999633789062,1.0,0.00810992789134457,1.034878088137728
2018-12-10 00:00:00-05:00,117.68000030517578,1.0,-0.003471894702593792,1.0312851003856922
2018-12-11 00:00:00-05:00,117.54000091552734,0.0,-0.001,1.0302538152853065
2018-12-12 00:00:00-05:00,117.79000091552734,0.0,0.0,1.0302538152853065
2018-12-13 00:00:00-05:00,117.52999877929688,0.0,-0.0,1.0302538152853065
2018-12-14 00:00:00-05:00,117.05999755859376,1.0,-0.0049989894119347724,1.0251035873710899
2018-12-17 00:00:00-05:00,117.87000274658205,0.0,-0.001,1.0240784837837187
2018-12-18 00:00:00-05:00,118.1500015258789,1.0,0.0013754880187696336,1.025487091468443
2018-12-19 00:00:00-05:00,117.43000030517578,0.0,-0.001,1.0244616043769745
2018-12-20 00:00:00-05:00,119.23999786376952,0.0,0.0,1.0244616043769745
