,Open,High,Low,Close,Adj Close,Volume,Dividend
2012-02-03,168.19,171.2299,167.51,167.64,167.64,62150231.0,0.0
2012-02-10,166.96,170.37,166.33,167.14,167.14,57387401.0,0.0
2012-02-17,167.33,168.75,166.17,167.35,167.35,44577347.0,0.0
2012-02-24,169.65,173.77,169.59,172.231,172.231,51148377.0,0.0
2012-03-02,172.14,174.0,164.0,166.34,166.34,92121250.0,0.0
2012-03-09,165.77,166.57,161.78,166.3799,166.3799,59707176.0,0.0
2012-03-16,165.33,165.58,158.8,161.3,161.3,80601676.0,0.0
2012-03-23,160.85,162.3,158.13,161.5329,161.5329,50026422.0,0.0
2012-03-30,163.17,164.89,159.81,162.12,162.12,53679279.0,0.0
2012-04-05,161.96,163.56,156.58,158.31,158.31,49297904.0,0.0
2012-04-13,159.72,163.2,158.47,160.85,160.85,51807764.0,0.0
2012-04-20,160.51,161.18,158.75,159.54,159.54,40780495.0,0.0
2012-04-27,158.2,161.97,157.76,161.38,161.38,48458710.0,0.0
2012-05-04,160.49,162.18,158.37,159.47,159.47,45563882.0,0.0
2012-05-11,159.31,159.34,153.24,153.56,153.56,52378892.0,0.0
2012-05-18,151.58,155.13,148.6,154.55,154.55,74535776.0,0.0
2012-05-25,154.11,154.95,148.84,152.68,152.68,53576206.0,0.0
2012-06-01,153.47,158.31,148.53,157.5,157.5,65517181.0,0.0
2012-06-08,157.26,159.2,153.0,154.73,154.73,65281302.0,0.0
2012-06-15,154.83,158.46,153.55,157.84,157.84,57082565.0,0.0
2012-06-22,157.46,158.21,151.21,152.64,152.64,51845782.0,0.0
2012-06-29,152.58,155.95,150.15,155.19,155.19,36277489.0,0.0
2012-07-06,154.67,157.72,152.95,153.71,153.71,21095581.0,0.0
2012-07-13,153.61,155.1799,150.85,154.14,154.14,37506165.0,0.0
2012-07-20,154.43,154.75,152.4,153.67,153.67,40191721.0,0.0
2012-07-27,152.5,157.96,152.2,157.54,157.54,38229756.0,0.0
2012-08-03,156.84,157.72,153.61,155.55,155.55,53051252.0,0.0
2012-08-10,155.92,157.82,155.74,157.18,157.18,21937647.0,0.0
2012-08-17,157.05,157.45,154.83,156.72,156.72,31290542.0,0.0
2012-08-24,156.52,162.451,156.47,161.97,161.97,58977108.0,0.0
2012-08-31,161.77,164.22,159.56,164.22,164.22,43576752.0,0.0
2012-09-07,164.11,169.0,163.66,168.44,168.44,52515515.0,0.0
2012-09-14,167.84,172.23,166.3,171.8,171.8,70388320.0,0.0
2012-09-21,171.77,173.185,170.06,171.96,171.96,54934032.0,0.0
2012-09-28,170.63,172.6,168.34,171.89,171.89,51803603.0,0.0
2012-10-05,172.83,174.07,171.59,172.62,172.62,42620891.0,0.0
2012-10-12,171.75,172.28,169.81,170.06,170.06,32839990.0,0.0
2012-10-19,169.01,169.95,166.23,166.97,166.97,42574747.0,0.0
2012-10-26,167.08,167.63,164.6,165.93,165.93,42472407.0,0.0
2012-11-02,166.47,167.28,162.3,162.6,162.6,25461384.0,0.0
2012-11-09,163.12,168.54,162.81,167.82,167.82,51560328.0,0.0
2012-11-16,168.1,168.28,165.18,165.88,165.88,37585316.0,0.0
2012-11-23,167.75,170.01,166.8401,169.61,169.61,22176622.0,0.0
2012-11-30,169.56,169.73,165.385,166.05,166.05,41427115.0,0.0
2012-12-07,166.11,166.92,163.2,165.165,165.165,41766043.0,0.0
2012-12-14,166.11,166.94,163.78,164.13,164.13,38205371.0,0.0
2012-12-21,164.16,164.62,158.39,160.33,160.33,83748945.0,0.0
2012-12-28,160.88,161.485,160.05,160.54,160.54,24445649.0,0.0
2013-01-04,160.9,164.14,158.89,160.44,160.44,57446421.0,0.0
2013-01-11,159.36,162.56,159.15,161.06,161.06,50484784.0,0.0
2013-01-18,161.88,164.4,161.13,163.09,163.09,51526426.0,0.0
2013-01-25,163.48,164.22,160.31,160.65,160.65,37456808.0,0.0
2013-02-01,160.24,163.04,160.02,161.45,161.45,50103297.0,0.0
2013-02-08,161.19,162.96,161.13,161.57,161.57,41379718.0,0.0
2013-02-15,159.78,160.05,154.56,155.76,155.76,64445014.0,0.0
2013-02-22,155.8,155.84,150.841,152.97,152.97,70751711.0,0.0
2013-03-01,153.52,156.8,152.14,152.44,152.44,63225768.0,0.0
2013-03-08,152.45,153.39,151.403,152.71,152.71,46709328.0,0.0
2013-03-15,152.82,154.72,152.65,154.001,154.001,36621855.0,0.0
2013-03-22,155.7,156.43,154.88,155.55,155.55,38280317.0,0.0
2013-03-28,154.71,155.62,154.22,154.47,154.47,27749710.0,0.0
2013-04-05,154.57,154.93,149.44,152.81,152.81,56319228.0,0.0
2013-04-12,152.39,153.85,143.426,143.95,143.95,95420361.0,0.0
2013-04-19,136.0,136.75,130.51,135.47,135.47,200424801.0,0.0
2013-04-26,138.15,143.43,135.85,140.91,140.91,79769666.0,0.0
2013-05-03,142.1353,142.83,139.3001,142.09,142.09,59200036.0,0.0
2013-05-10,142.33,142.81,137.26,139.6,139.6,55427771.0,0.0
2013-05-17,138.46,139.16,131.02,131.07,131.07,68698649.0,0.0
2013-05-24,130.88,136.77,130.85,133.76,133.76,77860574.0,0.0
2013-05-31,133.68,137.11,132.8,133.92,133.92,39595489.0,0.0
2013-06-07,134.77,137.62,133.18,133.28,133.28,43017613.0,0.0
2013-06-14,133.3,134.83,132.245,134.43,134.43,31327952.0,0.0
2013-06-21,133.89,134.0599,123.33,125.05,125.05,69873342.0,0.0
2013-06-28,124.31,124.7,114.68,119.11,119.11,109761489.0,0.0
2013-07-05,119.94,121.95,116.74,118.09,118.09,44834838.0,0.0
2013-07-12,119.09,124.365,118.93,124.13,124.13,49370650.0,0.0
2013-07-19,124.08,125.7,122.73,125.11,125.11,32502639.0,0.0
2013-07-26,127.65,130.1399,126.78,128.78,128.78,40477789.0,0.0
2013-08-02,128.45,128.92,126.13,126.36,126.36,41062326.0,0.0
2013-08-09,126.51,127.27,123.55,126.86,126.86,30172604.0,0.0
2013-08-16,129.57,133.27,127.38,132.58,132.58,55101815.0,0.0
2013-08-23,132.33,135.24,131.51,134.9,134.9,44006524.0,0.0
2013-08-30,134.88,137.55,134.15,134.62,134.62,48223939.0,0.0
2013-09-06,135.46,136.789,131.8,134.15,134.15,35452461.0,0.0
2013-09-13,134.13,134.32,126.21,127.82,127.82,43552942.0,0.0
2013-09-20,127.48,132.78,125.15,127.96,127.96,76671111.0,0.0
2013-09-27,127.52,129.58,126.34,128.97,128.97,39143300.0,0.0
2013-10-04,127.95,129.14,123.81,126.53,126.53,56208456.0,0.0
2013-10-11,127.25,128.45,121.85,122.6,122.6,50905975.0,0.0
2013-10-18,123.9,127.86,122.22,126.85,126.85,40124311.0,0.0
2013-10-25,127.13,130.92,126.79,130.46,130.46,36306184.0,0.0
2013-11-01,130.41,131.44,126.05,126.95,126.95,38301991.0,0.0
2013-11-08,127.18,127.52,123.62,124.279,124.279,28401387.0,0.0
2013-11-15,123.92,124.91,121.7256,124.32,124.32,29206400.0,0.0
2013-11-22,123.7,123.96,119.31,119.92,119.92,38528138.0,0.0
2013-11-29,119.23,121.05,119.13,120.7,120.7,24834405.0,0.0
2013-12-06,119.2,120.76,117.23,118.55,118.55,44577382.0,0.0
2013-12-13,118.99,122.32,118.03,119.38,119.38,39905471.0,0.0
2013-12-20,119.26,120.77,114.5,115.94,115.94,63729987.0,0.0
2013-12-27,115.61,117.38,115.43,117.12,117.12,17674605.0,0.0
2014-01-03,116.37,119.62,114.46,119.29,119.29,33000883.0,0.0
2014-01-10,119.76,120.43,117.11,120.26,120.26,35943671.0,0.0
2014-01-17,120.27,121.06,119.1126,120.93,120.93,30736877.0,0.0
2014-01-24,119.23,122.5,119.17,122.29,122.29,31242593.0,0.0
2014-01-31,121.65,122.51,119.46,120.09,120.09,41689703.0,0.0
2014-02-07,120.47,122.24,120.32,122.17,122.17,34532696.0,0.0
2014-02-14,122.8,127.38,122.72,127.15,127.15,46594055.0,0.0
2014-02-21,127.42,128.07,126.16,127.58,127.58,34966412.0,0.0
2014-02-28,128.51,129.53,127.15,127.62,127.62,40616865.0,0.0
2014-03-07,130.0,130.5856,128.21,129.09,129.09,35967792.0,0.0
2014-03-14,128.88,133.69,128.7804,133.1,133.1,42530389.0,0.0
2014-03-21,132.73,133.22,127.58,128.47,128.47,48924694.0,0.0
2014-03-28,126.87,127.14,123.88,124.56,124.56,42795072.0,0.0
2014-04-04,124.52,125.96,123.1099,125.57,125.57,34222703.0,0.0
2014-04-11,125.07,127.37,124.84,126.93,126.93,25932234.0,0.0
2014-04-17,127.8,128.25,124.57,124.75,124.75,26624879.0,0.0
2014-04-25,124.07,125.71,122.8404,125.43,125.43,32999956.0,0.0
2014-05-02,125.3,125.67,123.06,125.06,125.06,37096795.0,0.0
2014-05-09,126.47,126.63,123.82,124.1,124.1,23978061.0,0.0
2014-05-16,125.4,125.96,124.29,124.5,124.5,20602692.0,0.0
2014-05-23,125.28,125.47,123.53,124.51,124.51,20187408.0,0.0
2014-05-30,122.98,123.07,119.62,120.43,120.43,31955731.0,0.0
2014-06-06,119.93,120.88,119.42,120.61,120.61,23788260.0,0.0
2014-06-13,120.79,123.036,120.57,122.96,122.96,21346366.0,0.0
2014-06-20,122.88,127.23,121.82,126.5,126.5,48803581.0,0.0
2014-06-27,126.65,127.55,126.2,126.66,126.66,27925101.0,0.0
2014-07-03,126.53,128.24,126.37,127.16,127.16,36956441.0,0.0
2014-07-11,126.63,129.21,126.23,128.78,128.78,29863901.0,0.0
2014-07-18,125.5,127.55,124.36,126.13,126.13,44014461.0,0.0
2014-07-25,126.53,126.55,123.9,125.791,125.791,23999564.0,0.0
2014-08-01,125.44,125.88,123.23,124.38,124.38,31402744.0,0.0
2014-08-08,124.36,126.51,123.4,126.19,126.19,37199193.0,0.0
2014-08-15,125.84,126.81,124.41,125.483,125.483,28167809.0,0.0
2014-08-22,124.78,125.08,122.45,123.19,123.19,26978457.0,0.0
2014-08-29,122.92,124.33,122.72,123.86,123.86,18469838.0,0.0
2014-09-05,121.97,122.66,121.25,122.06,122.06,24345850.0,0.0
2014-09-12,121.58,121.61,118.07,118.38,118.38,36436243.0,0.0
2014-09-19,118.79,119.43,116.72,117.09,117.09,35951889.0,0.0
2014-09-26,116.72,117.99,116.2,117.06,117.06,29613600.0,0.0
2014-10-03,117.27,117.4,114.42,114.61,114.61,38906410.0,0.0
2014-10-10,115.16,118.26,114.94,117.59,117.59,34867031.0,0.0
2014-10-17,118.14,120.18,117.93,118.99,118.99,34649697.0,0.0
2014-10-24,119.68,120.5,117.88,118.35,118.35,21379188.0,0.0
2014-10-31,118.18,118.48,111.655,112.66,112.66,39670628.0,0.0
2014-11-07,112.39,113.15,109.67,112.97,112.97,44531794.0,0.0
2014-11-14,112.24,114.72,110.28,114.47,114.47,41333172.0,0.0
2014-11-21,113.97,115.96,112.88,115.39,115.39,35197463.0,0.0
2014-11-28,115.15,115.47,111.95,112.11,112.11,26547184.0,0.0
2014-12-05,113.8,117.36,113.74,114.43,114.43,37735485.0,0.0
2014-12-12,114.97,118.99,114.46,117.41,117.41,29920078.0,0.0
2014-12-19,116.22,116.9698,113.58,114.77,114.77,36977716.0,0.0
2014-12-26,114.81,114.98,112.41,114.83,114.83,20513655.0,0.0
2015-01-02,114.61,116.26,112.32,114.08,114.08,35684828.0,0.0
2015-01-09,114.78,117.5,114.73,117.26,117.26,40846420.0,0.0
2015-01-16,117.46,123.15,117.32,122.52,122.52,55859585.0,0.0
2015-01-23,123.63,125.58,123.35,124.23,124.23,42840641.0,0.0
2015-01-30,123.33,124.64,120.26,123.45,123.45,51377884.0,0.0
2015-02-06,121.84,123.155,117.95,118.64,118.64,42614650.0,0.0
2015-02-13,118.83,119.4,117.0,117.98,117.98,24561213.0,0.0
2015-02-20,116.4,116.54,114.99,115.28,115.28,28771641.0,0.0
2015-02-27,115.11,117.07,114.29,116.16,116.16,29738839.0,0.0
2015-03-06,116.5,116.64,111.7,111.86,111.86,34557073.0,0.0
2015-03-13,112.42,112.62,110.16,110.88,110.88,30293272.0,0.0
2015-03-20,111.09,114.0,109.77,113.57,113.57,39207796.0,0.0
2015-03-27,113.7,115.84,113.4899,115.06,115.06,20657935.0,0.0
2015-04-02,113.9,115.99,113.4065,115.28,115.28,19975252.0,0.0
2015-04-10,117.32,117.47,114.48,115.966,115.966,22590636.0,0.0
2015-04-17,115.35,115.79,114.39,115.6,115.6,17126207.0,0.0
2015-04-24,114.82,115.56,112.77,113.05,113.05,23558839.0,0.0
2015-05-01,113.87,116.62,112.28,113.08,113.08,39749654.0,0.0
2015-05-08,114.18,115.11,113.32,113.97,113.97,26204467.0,0.0
2015-05-15,114.09,117.75,113.08,117.53,117.53,29312034.0,0.0
2015-05-22,117.78,117.88,115.32,115.6,115.6,18859437.0,0.0
2015-05-29,113.84,114.48,113.21,114.1,114.1,17124154.0,0.0
2015-06-05,115.02,115.5,111.5668,112.24,112.24,28256628.0,0.0
2015-06-12,112.39,114.14,112.13,113.23,113.23,19538079.0,0.0
2015-06-19,113.28,115.61,112.63,115.12,115.12,28197239.0,0.0
2015-06-26,113.79,113.94,112.13,112.56,112.56,20559298.0,0.0
2015-07-02,112.81,113.23,111.41,111.76,111.76,21964847.0,0.0
2015-07-10,111.71,112.58,110.05,111.49,111.49,26425894.0,0.0
2015-07-17,110.43,111.14,108.4,108.65,108.65,35654422.0,0.0
2015-07-24,106.6,106.65,103.431,105.35,105.35,51972695.0,0.0
2015-07-31,104.94,105.75,103.86,104.93,104.93,35197408.0,0.0
2015-08-07,104.59,105.38,103.78,104.65,104.65,20119666.0,0.0
2015-08-14,105.03,107.91,104.9172,106.85,106.85,28246961.0,0.0
2015-08-21,107.37,111.33,106.31,111.13,111.13,43392142.0,0.0
2015-08-28,111.54,112.12,107.08,108.7,108.7,54880553.0,0.0
2015-09-04,108.19,109.77,107.07,107.49,107.49,23663782.0,0.0
2015-09-11,107.6,107.94,105.27,106.16,106.16,25065048.0,0.0
2015-09-18,105.86,109.38,105.68,109.21,109.21,25769572.0,0.0
2015-09-25,108.49,110.82,107.44,109.81,109.81,28566027.0,0.0
2015-10-02,108.37,109.3199,106.47,108.99,108.99,27268029.0,0.0
2015-10-09,109.14,111.05,108.46,110.87,110.87,31305044.0,0.0
2015-10-16,111.67,113.99,111.01,112.49,112.49,43027304.0,0.0
2015-10-23,112.64,113.09,110.9601,111.5,111.5,21076111.0,0.0
2015-10-30,111.73,113.25,109.06,109.3,109.3,24114811.0,0.0
2015-11-06,108.64,108.84,104.02,104.1,104.1,35369386.0,0.0
2015-11-13,104.29,104.65,103.04,103.56,103.56,21632306.0,0.0
2015-11-20,103.98,104.09,101.98,103.09,103.09,27647362.0,0.0
2015-11-27,102.48,103.25,100.99,101.25,101.25,15446937.0,0.0
2015-12-04,101.53,104.21,100.53,104.02,104.02,38812575.0,0.0
2015-12-11,103.32,103.66,101.85,103.11,103.11,24483741.0,0.0
2015-12-18,102.58,103.2,100.2326,102.04,102.04,39189123.0,0.0
2015-12-24,102.95,103.52,102.21,103.05,103.05,15033937.0,0.0
2015-12-31,102.48,102.5962,101.31,101.46,101.46,13756951.0,0.0
2016-01-08,103.13,106.237,102.485,105.68,105.68,38665382.0,0.0
2016-01-15,105.47,105.566,102.4985,104.08,104.08,39178593.0,0.0
2016-01-22,104.06,106.16,103.65,105.0,105.0,24319639.0,0.0
2016-01-29,105.76,107.93,105.6,106.9492,106.9492,37549017.0,0.0
2016-02-05,107.54,112.35,107.35,112.32,112.32,60903995.0,0.0
2016-02-12,113.67,120.84,112.98,118.36,118.36,125929136.0,0.0
2016-02-19,116.0,118.595,114.74,117.58,117.58,53962581.0,0.0
2016-02-26,115.44,119.86,115.41,117.11,117.11,62655390.0,0.0
2016-03-04,117.59,122.37,117.34,120.54,120.54,69544975.0,0.0
2016-03-11,121.18,121.88,118.84,119.41,119.41,58498493.0,0.0
2016-03-18,120.27,121.18,117.34,119.8,119.8,68418214.0,0.0
2016-03-24,119.0,120.16,116.16,116.33,116.33,36302001.0,0.0
2016-04-01,116.73,118.81,115.55,116.93,116.93,48874125.0,0.0
2016-04-08,116.67,118.85,115.0,118.43,118.43,45038405.0,0.0
2016-04-15,119.47,120.345,116.95,117.92,117.92,49380923.0,0.0
2016-04-22,118.53,120.55,117.28,117.89,117.89,61734290.0,0.0
2016-04-29,118.14,123.93,118.11,123.65,123.65,56430142.0,0.0
2016-05-06,123.78,123.96,121.25,123.18,123.18,50813019.0,0.0
2016-05-13,121.2,122.39,120.08,121.71,121.71,41791149.0,0.0
2016-05-20,122.93,122.97,118.9201,119.71,119.71,53823625.0,0.0
2016-05-27,118.86,119.6,115.29,115.62,115.62,46480443.0,0.0
2016-06-03,115.76,118.89,115.2,118.88,118.88,35783821.0,0.0
2016-06-10,118.89,122.1,118.41,121.74,121.74,52266384.0,0.0
2016-06-17,122.8,125.67,122.03,123.95,123.95,81507751.0,0.0
2016-06-24,122.26,126.82,120.06,126.01,126.01,80800629.0,0.0
2016-07-01,126.44,128.42,125.06,128.41,128.41,80542662.0,0.0
2016-07-08,128.8,131.15,128.17,130.52,130.52,70545662.0,0.0
2016-07-15,129.49,129.895,126.03,126.84,126.84,70717432.0,0.0
2016-07-22,127.02,127.5,125.31,126.35,126.35,42553294.0,0.0
2016-07-29,125.53,129.41,125.11,128.98,128.98,60788876.0,0.0
2016-08-05,128.57,130.55,127.39,127.55,127.55,40886621.0,0.0
2016-08-12,127.29,129.26,127.2,127.4,127.4,45630094.0,0.0
2016-08-19,127.62,129.17,127.46,127.97,127.97,45404491.0,0.0
2016-08-26,127.63,128.22,125.82,126.05,126.05,55099391.0,0.0
2016-09-02,126.0,126.57,124.55,126.57,126.57,52959875.0,0.0
2016-09-09,127.4,129.08,126.7,126.75,126.75,47022514.0,0.0
2016-09-16,126.31,126.92,124.67,125.06,125.06,57801323.0,0.0
2016-09-23,125.61,128.2,125.17,127.65,127.65,47168404.0,0.0
2016-09-30,127.96,128.035,125.235,125.64,125.64,37473722.0,0.0
2016-10-07,125.32,125.46,118.42,119.74,119.74,83959889.0,0.0
2016-10-14,120.16,120.42,119.289,119.36,119.36,29190276.0,0.0
2016-10-21,119.7,121.59,119.58,120.83,120.83,28921887.0,0.0
2016-10-28,121.28,122.48,120.16,121.58,121.58,31504024.0,0.0
2016-11-04,121.51,124.76,121.23,124.39,124.39,55486502.0,0.0
2016-11-11,122.66,124.35,116.23,117.1,117.1,80381873.0,0.0
2016-11-18,116.12,117.27,114.96,115.15,115.15,56350637.0,0.0
2016-11-25,115.72,115.94,112.35,112.61,112.61,39374089.0,0.0
2016-12-02,113.23,113.84,110.63,112.14,112.14,41672994.0,0.0
2016-12-09,111.15,112.5,110.19,110.4,110.4,37108909.0,0.0
2016-12-16,110.59,111.11,107.0,108.05,108.05,52082062.0,0.0
2016-12-23,108.6,108.88,107.2942,107.93,107.93,27803847.0,0.0
2016-12-30,108.61,110.62,108.24,109.61,109.61,25214353.0,0.0
2017-01-06,109.62,112.94,109.37,111.75,111.75,29724303.0,0.0
2017-01-13,112.39,114.93,112.17,114.21,114.21,37405502.0,0.0
2017-01-20,115.89,115.96,113.935,115.05,115.05,34338997.0,0.0
2017-01-27,115.51,116.17,112.81,113.49,113.49,30966063.0,0.0
2017-02-03,113.61,116.57,113.535,116.13,116.13,41687478.0,0.0
2017-02-10,117.07,118.59,116.67,117.6,117.6,44051681.0,0.0
2017-02-17,116.73,118.4,116.15,117.68,117.68,35087900.0,0.0
2017-02-24,117.04,119.88,116.77,119.7,119.7,29556315.0,0.0
2017-03-03,119.73,120.4,116.44,117.51,117.51,48323048.0,0.0
2017-03-10,117.35,117.35,114.13,114.72,114.72,33691164.0,0.0
2017-03-17,114.63,117.29,114.02,116.99,116.99,38638340.0,0.0
2017-03-24,117.31,119.25,117.205,118.86,118.86,33936247.0,0.0
2017-03-31,119.93,120.08,118.32,118.72,118.72,35958821.0,0.0
2017-04-07,118.69,120.67,118.4,119.46,119.46,35882520.0,0.0
2017-04-13,119.04,122.65,118.85,122.6,122.6,36474148.0,0.0
2017-04-21,122.55,123.07,121.28,122.31,122.31,55241344.0,0.0
2017-04-28,120.77,121.51,119.87,120.77,120.77,48558387.0,0.0
2017-05-05,120.21,120.75,116.63,117.01,117.01,44576167.0,0.0
2017-05-12,117.03,117.16,115.56,116.83,116.83,28238959.0,0.0
2017-05-19,117.52,120.02,116.99,119.4,119.4,41027682.0,0.0
2017-05-26,119.63,120.79,118.915,120.54,120.54,31399570.0,0.0
2017-06-02,120.24,121.71,119.95,121.61,121.61,30838814.0,0.0
2017-06-09,121.91,123.31,120.4,120.54,120.54,39041335.0,0.0
2017-06-16,120.33,121.88,119.1275,119.34,119.34,43071186.0,0.0
2017-06-23,118.74,119.66,118.07,119.43,119.43,31198664.0,0.0
2017-06-30,118.29,119.06,117.91,118.02,118.02,31550631.0,0.0
2017-07-07,116.54,116.85,114.8,115.28,115.28,34965303.0,0.0
2017-07-14,115.02,117.25,114.83,116.77,116.77,26200340.0,0.0
2017-07-21,117.42,119.39,117.23,119.26,119.26,31242131.0,0.0
2017-07-28,119.52,120.8558,118.55,120.69,120.69,32164085.0,0.0
2017-08-04,120.5,121.14,119.2201,119.65,119.65,30175253.0,0.0
2017-08-11,119.43,122.83,118.97,122.79,122.79,37260985.0,0.0
2017-08-18,121.98,123.54,120.5828,122.3,122.3,42872009.0,0.0
2017-08-25,122.54,123.02,121.29,122.74,122.74,33673658.0,0.0
2017-09-01,123.33,126.17,123.33,126.06,126.06,51111092.0,0.0
2017-09-08,126.65,128.32,126.55,127.97,127.97,40885917.0,0.0
2017-09-15,126.74,126.94,125.41,125.53,125.53,38032875.0,0.0
2017-09-22,124.71,125.0599,122.49,123.24,123.24,39871398.0,0.0
2017-09-29,122.78,124.66,121.55,121.58,121.58,42010291.0,0.0
2017-10-06,121.17,121.34,119.7835,121.09,121.09,38175246.0,0.0
2017-10-13,121.64,123.86,121.551,123.82,123.82,30081337.0,0.0
2017-10-20,123.82,123.97,121.39,121.61,121.61,32952571.0,0.0
2017-10-27,120.98,121.9,120.21,120.9,120.9,27568280.0,0.0
2017-11-03,120.93,121.96,120.1844,120.62,120.62,25374056.0,0.0
2017-11-10,120.72,122.41,120.68,121.13,121.13,29873511.0,0.0
2017-11-17,121.43,123.17,120.77,122.86,122.86,30832213.0,0.0
2017-11-24,122.3,122.95,121.04,122.32,122.32,20304666.0,0.0
2017-12-01,123.26,123.33,120.64,121.59,121.59,37719629.0,0.0
2017-12-08,121.15,121.2,118.1,118.48,118.48,41759371.0,0.0
2017-12-15,118.37,119.5,117.4,119.18,119.18,37154566.0,0.0
2017-12-22,119.64,121.14,119.53,120.94,120.94,25820743.0,0.0
2017-12-29,121.55,124.085,121.51,123.65,123.65,28041923.0,0.0
2018-01-05,124.66,125.85,124.101,125.33,125.33,32736463.0,0.0
2018-01-12,125.2,127.13,124.23,126.96,126.96,42782894.0,0.0
2018-01-19,126.6,127.22,125.8,126.42,126.42,33277428.0,0.0
2018-01-26,126.51,129.515,126.28,128.07,128.07,45959918.0,0.0
2018-02-02,127.58,128.15,125.955,126.39,126.39,57755254.0,0.0
2018-02-09,126.82,127.31,124.39,124.77,124.77,61311570.0,0.0
2018-02-16,125.19,128.7,125.11,127.96,127.96,43956008.0,0.0
2018-02-23,127.28,127.4,125.44,126.14,126.14,28643554.0,0.0
2018-03-02,126.45,126.62,123.575,125.39,125.39,37716340.0,0.0
2018-03-09,125.35,126.9563,124.78,125.54,125.54,28155575.0,0.0
2018-03-16,125.04,125.99,124.21,124.6,124.6,24991905.0,0.0
2018-03-23,124.57,128.06,123.96,127.61,127.61,37591486.0,0.0
2018-03-29,128.05,128.58,125.31,125.79,125.79,29722589.0,0.0
2018-04-06,126.65,127.54,125.425,126.39,126.39,36447297.0,0.0
2018-04-13,126.45,129.47,126.23,127.45,127.45,36905097.0,0.0
2018-04-20,127.74,128.54,126.55,126.63,126.63,34678922.0,0.0
2018-04-27,125.62,126.34,124.69,125.5,125.5,30807701.0,0.0
2018-05-04,124.41,125.2,123.39,124.54,124.54,35737169.0,0.0
2018-05-11,124.5,125.59,123.79,125.0,125.0,22871699.0,0.0
2018-05-18,125.16,125.21,122.01,122.41,122.41,34226859.0,0.0
2018-05-25,122.16,123.82,121.97,123.21,123.21,32484266.0,0.0
2018-06-01,122.84,123.78,122.44,122.49,122.49,29508483.0,0.0
2018-06-08,122.85,123.35,122.281,123.01,123.01,22859693.0,0.0
2018-06-15,123.1,123.86,120.83,121.34,121.34,38900983.0,0.0
2018-06-22,121.35,121.44,119.821,120.34,120.34,23520587.0,0.0
2018-06-29,120.0,120.23,118.01,118.65,118.65,40219470.0,0.0
2018-07-06,118.18,119.33,117.4,118.86,118.86,28821861.0,0.0
2018-07-13,119.65,119.73,117.4465,117.61,117.61,24834602.0,0.0
2018-07-20,117.51,117.625,115.12,116.56,116.56,39122486.0,0.0
2018-07-27,116.25,116.8366,115.76,115.83,115.83,28154373.0,0.0
2018-08-03,115.8,116.35,114.42,114.92,114.92,29764924.0,0.0
2018-08-10,114.56,115.23,114.31,114.69,114.69,25820746.0,0.0
2018-08-17,113.81,113.81,111.06,112.13,112.13,44591020.0,0.0
2018-08-24,112.38,114.42,112.06,114.16,114.16,31286561.0,0.0
2018-08-31,114.12,114.8666,113.24,113.51,113.51,26562155.0,0.0
2018-09-07,112.75,114.26,112.61,113.23,113.23,19575440.0,0.0
2018-09-14,113.26,114.78,112.42,113.02,113.02,23435633.0,0.0
2018-09-21,113.6,114.37,112.79,113.49,113.49,24904375.0,0.0
2018-09-28,113.68,113.96,111.8499,112.76,112.76,29442149.0,0.0
2018-10-05,112.4,114.33,112.15,113.8,113.8,35955093.0,0.0
2018-10-12,112.25,116.04,111.9,115.23,115.23,70785825.0,0.0
2018-10-19,116.12,116.6,115.63,116.01,116.01,43856827.0,0.0
2018-10-26,115.57,117.65,115.43,116.77,116.77,50504894.0,0.0
2018-11-02,116.41,117.07,114.66,116.65,116.65,49835323.0,0.0
2018-11-09,116.28,116.67,114.14,114.48,114.48,43752644.0,0.0
2018-11-16,114.01,115.88,113.42,115.62,115.62,48245878.0,0.0
2018-11-23,115.45,116.35,115.37,115.77,115.77,30144455.0,0.0
2018-11-30,115.84,116.24,114.59,115.54,115.54,42127889.0,0.0
2018-12-07,116.6,118.23,116.295,118.09,118.09,35320346.0,0.0
2018-12-14,117.7,117.95,116.58,117.06,117.06,30283712.0,0.0
2018-12-21,117.37,119.74,117.35,118.72,118.72,62070364.0,0.0
2018-12-28,119.57,121.08,119.57,121.06,121.06,42769068.0,0.0
2019-01-04,120.98,122.46,120.69,121.44,121.44,50000804.0,0.0
2019-01-11,122.16,122.335,121.06,121.8,121.8,40967661.0,0.0
2019-01-18,122.15,122.44,121.02,121.02,121.02,40322818.0,0.0
2019-01-25,121.18,122.91,120.86,122.86,122.86,29887385.0,0.0
2019-02-01,122.75,125.23,122.7178,124.5,124.5,54931357.0,0.0
2019-02-08,123.99,124.42,123.4,124.21,124.21,29936331.0,0.0
2019-02-15,123.19,125.0,123.19,124.8,124.8,35200915.0,0.0
2019-02-22,125.98,127.21,125.05,125.5,125.5,38577664.0,0.0
2019-03-01,125.78,125.9,121.87,121.88,121.88,42195247.0,0.0
2019-03-08,121.56,122.89,121.03,122.84,122.84,38729634.0,0.0
2019-03-15,122.52,123.88,121.92,122.97,122.97,36566316.0,0.0
2019-03-22,123.3,124.42,122.65,123.97,123.97,39260601.0,0.0
2019-03-29,124.56,125.11,121.705,122.01,122.01,37912112.0,0.0
2019-04-05,122.4,122.43,120.96,121.98,121.98,36810903.0,0.0
2019-04-12,122.97,123.77,121.79,121.83,121.83,32231540.0,0.0
