,Open,High,Low,Close,Adj Close,Volume,Dividend
2006-08-25,62.09,62.68,61.45,61.77,61.77,15564000.0,0.0
2006-09-01,61.8,62.3,60.32,62.14,62.14,18159000.0,0.0
2006-09-08,63.24,63.63,60.28,60.64,60.64,16836600.0,0.0
2006-09-15,58.85,59.25,56.66,57.4,57.4,34094400.0,0.0
2006-09-22,57.47,58.75,56.84,58.5,58.5,22311600.0,0.0
2006-09-29,58.15,60.27,57.78,59.47,59.47,18401000.0,0.0
2006-10-06,59.8,59.88,55.55,56.99,56.99,23586700.0,0.0
2006-10-13,57.46,58.6,56.48,58.57,58.57,14912800.0,0.0
2006-10-20,58.93,59.65,58.12,58.78,58.78,14468500.0,0.0
2006-10-27,57.88,59.57,56.87,59.4,59.4,19803400.0,0.0
2006-11-03,60.05,62.5,59.57,62.3,62.3,31508800.0,0.0
2006-11-10,62.17,63.13,60.87,62.49,62.49,25854000.0,0.0
2006-11-17,61.93,62.52,61.25,61.78,61.78,20678200.0,0.0
2006-11-24,62.06,63.68,61.56,63.5,63.5,17646800.0,0.0
2006-12-01,63.46,64.55,62.82,64.12,64.12,28056500.0,0.0
2006-12-08,64.03,64.42,61.87,62.05,62.05,26584900.0,0.0
2006-12-15,62.18,62.6,60.93,61.0,61.0,19445000.0,0.0
2006-12-22,60.85,61.83,60.65,61.65,61.65,14966700.0,0.0
2006-12-29,62.24,63.25,61.87,63.21,63.21,9696100.0,0.0
2007-01-05,63.58,64.02,59.66,60.17,60.17,25422000.0,0.0
2007-01-12,60.38,62.28,59.851,62.17,62.17,21914900.0,0.0
2007-01-19,62.2,63.16,61.74,63.0,63.0,15438500.0,0.0
2007-01-26,63.01,64.88,62.65,64.1,64.1,24993600.0,0.0
2007-02-02,63.85,65.63,63.66,64.28,64.28,27849100.0,0.0
2007-02-09,64.68,66.38,64.24,66.12,66.12,20147600.0,0.0
2007-02-16,66.08,66.66,65.41,66.36,66.36,23307793.0,0.0
2007-02-23,65.6944,68.29,65.0,67.72,67.72,30584500.0,0.0
2007-03-02,67.88,68.33,63.34,63.72,63.72,50273323.0,0.0
2007-03-09,63.015,65.22,62.62,64.25,64.25,36285100.0,0.0
2007-03-16,64.47,64.99,63.09,64.62,64.62,28394500.0,0.0
2007-03-23,64.79,66.13,64.63,65.15,65.15,22783400.0,0.0
2007-03-30,65.5,66.48,64.93,65.74,65.74,23250200.0,0.0
2007-04-05,65.34,66.98,65.03,66.86,66.86,20248400.0,0.0
2007-04-13,66.88,67.97,66.46,67.84,67.84,21484500.0,0.0
2007-04-20,68.12,68.73,67.25,68.7,68.7,25728800.0,0.0
2007-04-27,68.4399,68.65,66.5,67.56,67.56,20081700.0,0.0
2007-05-04,67.26,68.43,66.11,68.19,68.19,18431200.0,0.0
2007-05-11,68.39,68.46,65.8,66.45,66.45,14657400.0,0.0
2007-05-18,66.55,66.73,64.72,65.52,65.52,10432700.0,0.0
2007-05-25,65.19,65.89,64.52,64.94,64.94,33741800.0,0.0
2007-06-01,65.5,66.54,64.6,66.44,66.44,19254800.0,0.0
2007-06-08,66.61,66.76,63.74,64.22,64.22,23659400.0,0.0
2007-06-15,64.5,64.94,63.9,64.85,64.85,17282500.0,0.0
2007-06-22,65.19,65.56,64.13,64.78,64.78,11686200.0,0.0
2007-06-29,64.48,64.74,63.39,64.27,64.27,23379900.0,0.0
2007-07-06,64.51,65.23,63.88,64.96,64.96,16956400.0,0.0
2007-07-13,65.0,66.29,64.99,66.03,66.03,22632000.0,0.0
2007-07-20,66.19,68.0,65.65,67.58,67.58,21718300.0,0.0
2007-07-27,67.8,68.0,64.73,65.41,65.41,31233000.0,0.0
2007-08-03,65.37,66.92,65.07,66.69,66.69,29486000.0,0.0
2007-08-10,66.66,67.54,65.24,66.57,66.57,29612100.0,0.0
2007-08-17,66.45,66.52,63.47,65.11,65.11,39022900.0,0.0
2007-08-24,65.06,66.21,64.73,66.11,66.11,19880600.0,0.0
2007-08-31,66.01,66.77,65.48,66.52,66.52,16926200.0,0.0
2007-09-07,66.74,70.0,66.59,69.39,69.39,43749900.0,0.0
2007-09-14,69.96,70.97,68.73,69.99,69.99,39163700.0,0.0
2007-09-21,70.4,73.1,70.35,72.34,72.34,54539500.0,0.0
2007-09-28,72.57,73.8,71.64,73.51,73.51,35963800.0,0.0
2007-10-05,73.49,73.98,71.24,73.4,73.4,43508200.0,0.0
2007-10-12,72.66,74.59,71.98,74.59,74.59,29375500.0,0.0
2007-10-19,74.99,76.29,73.78,75.7,75.7,37840300.0,0.0
2007-10-26,74.09,77.7395,73.84,77.69,77.69,32426600.0,0.0
2007-11-02,78.27,79.9,76.89,79.83,79.83,38820500.0,0.0
2007-11-09,79.55,83.63,79.11,82.18,82.18,53544725.0,0.0
2007-11-16,79.48,80.68,77.17,77.75,77.75,53436000.0,0.0
2007-11-23,77.89,81.61,76.11,81.25,81.25,30595500.0,0.0
2007-11-30,81.8,82.25,76.98,77.32,77.32,43194000.0,0.0
2007-12-07,77.5299,79.65,77.3,78.6,78.6,36835100.0,0.0
2007-12-14,79.5301,80.92,77.82,78.52,78.52,40516000.0,0.0
2007-12-21,78.13,80.32,77.81,80.1,80.1,29840865.0,0.0
2007-12-28,80.26,83.02,80.14,83.0,83.0,18945494.0,0.0
2008-01-04,82.74,85.94,81.98,85.13,85.13,34066900.0,0.0
2008-01-11,85.24,88.76,84.57,88.58,88.58,46493308.0,0.0
2008-01-18,89.41,90.35,86.32,87.42,87.42,83552329.0,0.0
2008-01-25,86.14,91.08,85.77,90.3,90.3,55298402.0,0.0
2008-02-01,90.96,92.58,89.22,89.3499,89.3499,59440298.0,0.0
2008-02-08,88.51,91.0,87.3,91.0,91.0,48346102.0,0.0
2008-02-15,91.03,91.46,88.63,89.15,89.15,39573432.0,0.0
2008-02-22,91.25,94.22,90.75,93.39,93.39,39545377.0,0.0
2008-02-29,93.67,96.24,92.11,96.18,96.18,50895931.0,0.0
2008-03-07,97.63,98.15,94.39,96.09,96.09,76811872.0,0.0
2008-03-14,95.0,99.53,94.88,98.71,98.71,65641775.0,0.0
2008-03-20,99.32,100.44,89.8,89.9128,89.9128,113817291.0,0.0
2008-03-28,90.65,94.09,89.78,91.88,91.88,58907459.0,0.0
2008-04-04,92.56,92.65,86.05,90.25,90.25,64936713.0,0.0
2008-04-11,90.76,92.56,89.72,91.3,91.3,38852575.0,0.0
2008-04-18,91.32,93.71,88.96,90.62,90.62,38072451.0,0.0
2008-04-25,90.79,91.35,87.1,87.27,87.27,78176740.0,0.0
2008-05-02,87.69,88.4,83.57,84.58,84.58,66884067.0,0.0
2008-05-09,85.55,87.59,85.2,87.42,87.42,43910474.0,0.0
2008-05-16,86.92,89.3,84.92,89.1001,89.1001,42545714.0,0.0
2008-05-23,89.61,92.11,88.869,91.23,91.23,42895429.0,0.0
2008-05-30,89.84,89.87,86.1,87.45,87.45,33356416.0,0.0
2008-06-06,87.44,89.06,85.66,89.06,89.06,52401144.0,0.0
2008-06-13,88.45,89.24,84.83,85.83,85.83,51496758.0,0.0
2008-06-20,88.15,89.61,86.7,88.95,88.95,40689876.0,0.0
2008-06-27,87.24,91.82,86.13,91.47,91.47,63987224.0,0.0
2008-07-03,91.75,93.35,90.53,92.06,92.06,43866633.0,0.0
2008-07-11,90.57,95.5,89.93,95.16,95.16,77715898.0,0.0
2008-07-18,95.03,97.5,94.02,94.17,94.17,105274161.0,0.0
2008-07-25,94.75,95.86,90.25,91.69,91.69,71347937.0,0.0
2008-08-01,91.39,92.0,88.08,89.57,89.57,61053115.0,0.0
2008-08-08,89.08,89.68,83.83,84.43,84.43,71049508.0,0.0
2008-08-15,84.46,84.49,76.61,77.63,77.63,105904945.0,0.0
2008-08-22,78.53,84.54,77.7,81.08,81.08,70381002.0,0.0
2008-08-29,81.1,83.13,80.56,81.71,81.71,36659016.0,0.0
2008-09-05,78.16,80.27,77.98,78.98,78.98,44997763.0,0.0
2008-09-12,80.1,80.35,72.51,75.55,75.55,100933654.0,0.0
2008-09-19,76.64,90.78,76.0,85.98,85.98,185820750.0,0.0
2008-09-26,86.85,90.17,85.01,86.64,86.64,117309343.0,0.0
2008-10-03,87.06,92.0,81.05,82.59,82.59,124028517.0,0.0
2008-10-10,85.84,90.8397,81.38,83.22,83.22,138211913.0,0.0
2008-10-17,83.61,84.39,75.0,77.21,77.21,92290331.0,0.0
2008-10-24,77.77,78.56,66.0,72.21,72.21,82582360.0,0.0
2008-10-31,71.13,76.36,70.6,71.34,71.34,57143221.0,0.0
2008-11-07,71.34,75.69,71.06,72.5,72.5,45288469.0,0.0
2008-11-14,74.8,74.92,68.81,73.3,73.3,54109308.0,0.0
2008-11-21,72.43,79.0,72.0,78.85,78.85,73852181.0,0.0
2008-11-28,80.45,81.72,79.28,80.31,80.31,50211199.0,0.0
2008-12-05,77.15,77.63,72.91,74.52,74.52,55976743.0,0.0
2008-12-12,76.48,81.94,75.3,80.81,80.81,59452058.0,0.0
2008-12-19,81.33,86.91,81.23,82.63,82.63,82044927.0,0.0
2008-12-26,83.57,85.97,81.59,85.6,85.6,20167333.0,0.0
2009-01-02,86.5,87.1,84.28,86.23,86.23,30444514.0,0.0
2009-01-09,83.62,85.7,82.21,83.92,83.92,55335277.0,0.0
2009-01-16,81.72,83.0,78.87,82.71,82.71,73556396.0,0.0
2009-01-23,84.17,88.94,82.98,88.53,88.53,81571326.0,0.0
2009-01-30,89.24,91.49,86.28,91.31,91.31,91880315.0,0.0
2009-02-06,89.88,92.5786,86.0,89.59,89.59,78492574.0,0.0
2009-02-13,88.34,93.74,87.6,92.55,92.55,155708109.0,0.0
2009-02-20,95.24,98.99,94.67,97.8,97.8,121366083.0,0.0
2009-02-27,96.59,98.22,91.03,92.63,92.63,147402030.0,0.0
2009-03-06,93.42,93.61,88.45,92.29,92.29,118471448.0,0.0
2009-03-13,92.29,92.33,87.4733,91.3,91.3,92731156.0,0.0
2009-03-20,90.32,94.77,86.83,93.59,93.59,134300123.0,0.0
2009-03-27,93.44,93.91,90.25,90.69,90.69,83406565.0,0.0
2009-04-03,89.97,91.81,87.52,87.59,87.59,84273295.0,0.0
2009-04-09,86.4,88.26,84.97,86.31,86.31,55697748.0,0.0
2009-04-17,88.03,88.45,84.92,85.22,85.22,64594115.0,0.0
2009-04-24,86.03,89.84,86.0,89.72,89.72,61419140.0,0.0
2009-05-01,89.33,89.79,86.5409,86.95,86.95,39630045.0,0.0
2009-05-08,87.55,90.3,87.55,89.98,89.98,57835891.0,0.0
2009-05-15,89.64,91.81,89.5,91.55,91.55,65103267.0,0.0
2009-05-22,91.53,94.42,90.14,94.15,94.15,82452880.0,0.0
2009-05-29,92.95,96.35,92.85,96.2,96.2,59151517.0,0.0
2009-06-05,96.47,96.9699,93.57,93.71,93.71,82878574.0,0.0
2009-06-12,93.26,94.53,92.0,92.17,92.17,64052951.0,0.0
2009-06-19,91.9,92.5,90.1457,91.9,91.9,63113015.0,0.0
2009-06-26,90.41,92.93,89.95,92.29,92.29,58883623.0,0.0
2009-07-02,92.32,93.0,90.53,91.25,91.25,48825527.0,0.0
2009-07-10,90.48,97.8,88.82,89.58,89.58,54644924.0,0.0
2009-07-17,89.45,92.52,89.1,91.93,91.93,37672519.0,0.0
2009-07-24,93.61,94.005,92.69,93.41,93.41,47250876.0,0.0
2009-07-31,93.9,94.03,90.81,93.35,93.35,46356481.0,0.0
2009-08-07,94.14,95.25,93.6,93.75,93.75,52184067.0,0.0
2009-08-14,92.91,94.05,92.4,93.0,93.0,32296674.0,0.0
2009-08-21,91.49,93.8,91.28,93.65,93.65,29542634.0,0.0
2009-08-28,93.64,94.15,91.64,93.87,93.87,35666156.0,0.0
2009-09-04,93.14,97.94,92.92,97.529,97.529,81526008.0,0.0
2009-09-11,98.57,99.33,96.85,98.78,98.78,75063497.0,0.0
2009-09-18,98.16,100.08,97.56,98.67,98.67,68832184.0,0.0
2009-09-25,97.95,99.89,96.77,97.0,97.0,70762496.0,0.0
2009-10-02,97.21,99.06,96.95,98.37,98.37,57194981.0,0.0
2009-10-09,98.48,104.1501,98.36,102.84,102.84,100765200.0,0.0
2009-10-16,103.39,104.7,102.53,103.18,103.18,74457533.0,0.0
2009-10-23,103.16,104.58,102.75,103.49,103.49,71150934.0,0.0
2009-10-30,103.41,103.97,100.65,102.53,102.53,89826605.0,0.0
2009-11-06,103.5,108.04,103.25,107.43,107.43,101109169.0,0.0
2009-11-13,108.69,109.8,107.7,109.74,109.74,87163653.0,0.0
2009-11-20,110.7,113.09,110.65,112.94,112.94,105590200.0,0.0
2009-11-27,114.67,116.88,113.02,115.06,115.06,92826129.0,0.0
2009-12-04,114.48,119.54,112.41,113.753,113.753,183006602.0,0.0
2009-12-11,111.51,114.22,108.7174,109.32,109.32,166671986.0,0.0
2009-12-18,110.01,111.91,107.04,108.95,108.95,119698561.0,0.0
2009-12-24,109.17,109.3,105.312,108.36,108.36,76833548.0,0.0
2009-12-31,108.64,108.78,106.4,107.31,107.31,39159325.0,0.0
2010-01-08,109.82,111.77,109.26,111.37,111.37,84820359.0,0.0
2010-01-15,113.34,113.59,109.57,110.86,110.86,102625274.0,0.0
2010-01-22,110.95,111.75,106.01,107.17,107.17,77959955.0,0.0
2010-01-29,107.44,108.8,105.18,105.96,105.96,81506879.0,0.0
2010-02-05,106.64,109.6,102.28,104.68,104.68,115160570.0,0.0
2010-02-12,104.41,107.56,104.0,107.04,107.04,93146198.0,0.0
2010-02-19,109.45,110.39,108.81,109.47,109.47,81318113.0,0.0
2010-02-26,109.86,109.97,106.6,109.43,109.43,77926760.0,0.0
2010-03-05,109.48,112.18,108.97,110.81,110.81,73143581.0,0.0
2010-03-12,111.22,111.3,107.45,107.95,107.95,68740632.0,0.0
2010-03-19,108.16,110.61,107.82,108.28,108.28,77407695.0,0.0
2010-03-26,107.31,108.7,106.24,108.59,108.59,71384934.0,0.0
2010-04-01,108.87,110.47,107.87,110.26,110.26,46709896.0,0.0
2010-04-09,110.56,114.07,110.27,113.64,113.64,66529226.0,0.0
2010-04-16,113.64,114.13,110.54,111.24,111.24,68201609.0,0.0
2010-04-23,110.8801,113.3,110.67,113.19,113.19,43957185.0,0.0
2010-04-30,112.88,115.7,112.34,115.36,115.36,84028158.0,0.0
2010-05-07,115.91,118.88,113.312,118.27,118.27,141412490.0,0.0
2010-05-14,117.5,122.235,116.8101,120.37,120.37,154672235.0,0.0
2010-05-21,120.55,121.12,114.51,115.22,115.22,137649853.0,0.0
2010-05-28,116.34,119.08,116.04,118.881,118.881,70644077.0,0.0
2010-06-04,119.88,120.25,117.05,119.19,119.19,52903257.0,0.0
2010-06-11,118.73,122.45,118.62,120.01,120.01,78003461.0,0.0
2010-06-18,119.63,123.5,118.96,122.83,122.83,75778272.0,0.0
2010-06-25,123.09,123.13,119.77,122.76,122.76,70168734.0,0.0
2010-07-02,122.79,123.56,116.98,118.49,118.49,96903454.0,0.0
2010-07-09,117.6698,118.73,116.1,118.36,118.36,48680358.0,0.0
2010-07-16,117.83,119.13,115.95,116.67,116.67,51571037.0,0.0
2010-07-23,115.57,117.5,115.11,116.09,116.09,50855631.0,0.0
2010-07-30,116.38,116.47,113.08,115.49,115.49,76377301.0,0.0
2010-08-06,116.12,118.42,115.2,117.84,117.84,41376906.0,0.0
2010-08-13,117.76,118.89,116.4,118.74,118.74,52095093.0,0.0
2010-08-20,119.7,120.99,119.0,119.97,119.97,50846962.0,0.0
2010-08-27,119.91,122.95,118.71,121.01,121.01,53678723.0,0.0
2010-09-03,120.85,122.48,120.58,121.86,121.86,44574148.0,0.0
2010-09-10,122.91,123.42,121.38,121.73,121.73,44820966.0,0.0
2010-09-17,121.63,125.03,121.39,124.5425,124.5425,72207765.0,0.0
2010-09-24,125.09,127.0001,124.16,126.69,126.69,64039506.0,0.0
2010-10-01,126.9,129.07,126.11,128.91,128.91,75247625.0,0.0
2010-10-08,128.52,132.67,128.22,131.66,131.66,99283990.0,0.0
2010-10-15,131.28,134.85,130.98,133.68,133.68,95320259.0,0.0
2010-10-22,133.46,134.34,128.72,129.73,129.73,83816179.0,0.0
2010-10-29,131.16,132.82,128.79,132.62,132.62,69181277.0,0.0
2010-11-05,132.85,136.61,129.48,136.38,136.38,97279345.0,0.0
2010-11-12,135.92,139.15,132.821,133.69,133.69,136428072.0,0.0
2010-11-19,133.86,134.49,129.83,132.2,132.2,94041152.0,0.0
2010-11-26,132.13,135.07,131.69,133.11,133.11,47961016.0,0.0
2010-12-03,133.19,138.11,132.33,138.07,138.07,82327545.0,0.0
2010-12-10,138.14,139.54,133.88,135.408,135.408,91637035.0,0.0
2010-12-17,136.26,137.21,132.86,134.2,134.2,86515338.0,0.0
2010-12-23,135.13,135.7775,133.93,134.66,134.66,39361297.0,0.0
2010-12-31,134.96,138.77,134.49,138.72,138.72,36957613.0,0.0
2011-01-07,138.67,139.0,133.1,133.58,133.58,87025246.0,0.0
2011-01-14,133.85,135.68,132.22,132.69,132.69,64983124.0,0.0
2011-01-21,133.625,134.4,130.53,131.03,131.03,67210767.0,0.0
2011-01-28,131.01,131.63,127.8,130.28,130.28,118989101.0,0.0
2011-02-04,129.27,132.7,129.25,131.66,131.66,72696251.0,0.0
2011-02-11,131.67,133.5,131.23,132.3225,132.3225,51541184.0,0.0
2011-02-18,132.95,135.8,132.7,135.41,135.41,58837696.0,0.0
2011-02-25,136.92,138.2,135.73,137.384,137.384,61482673.0,0.0
2011-03-04,137.65,140.55,137.03,139.35,139.35,75899855.0,0.0
2011-03-11,140.29,140.61,136.845,138.22,138.22,59474173.0,0.0
2011-03-18,139.33,139.55,135.23,138.37,138.37,74726972.0,0.0
2011-03-25,139.5,141.28,138.66,139.26,139.26,65010151.0,0.0
2011-04-01,137.8199,140.4,137.68,139.2,139.2,55708181.0,0.0
2011-04-08,140.13,143.84,139.45,143.66,143.66,61285745.0,0.0
2011-04-15,143.28,145.12,140.75,145.05,145.05,72137680.0,0.0
2011-04-21,145.21,147.06,144.63,146.74,146.74,52284307.0,0.0
2011-04-29,147.57,153.03,145.48,152.37,152.37,102061789.0,0.0
2011-05-06,151.46,153.61,142.55,145.3,145.3,158509695.0,0.0
2011-05-13,146.67,148.19,144.49,145.63,145.63,82460220.0,0.0
2011-05-20,145.88,147.78,143.42,147.49,147.49,69019368.0,0.0
2011-05-27,147.04,149.92,146.97,149.7,149.7,61812191.0,0.0
2011-06-03,149.88,151.13,148.07,150.22,150.22,55005832.0,0.0
2011-06-10,150.82,151.45,148.69,149.24,149.24,51160233.0,0.0
2011-06-17,148.6601,150.29,147.19,149.94,149.94,68633650.0,0.0
2011-06-24,150.0799,151.86,145.97,146.26,146.26,81141020.0,0.0
2011-07-01,145.93,147.42,143.97,144.93,144.93,62047959.0,0.0
2011-07-08,146.96,150.5,146.85,150.25,150.25,48962605.0,0.0
2011-07-15,151.33,155.29,150.2,155.2,155.2,106833925.0,0.0
2011-07-22,155.76,156.58,154.1,156.12,156.12,85865642.0,0.0
2011-07-29,157.6,159.25,156.11,158.29,158.29,71527710.0,0.0
2011-08-05,157.4701,163.87,156.78,161.75,161.75,131755570.0,0.0
2011-08-12,165.48,175.13,164.76,169.97,169.97,222027543.0,0.0
2011-08-19,169.32,181.67,168.95,179.95,179.95,113757367.0,0.0
2011-08-26,181.9499,184.82,165.88,177.47,177.47,234921462.0,0.0
2011-09-02,175.945,183.51,172.88,183.238,183.238,98465617.0,0.0
2011-09-09,184.58,185.85,174.45,180.7,180.7,107060950.0,0.0
2011-09-16,178.49,179.54,172.56,176.03,176.03,98678907.0,0.0
2011-09-23,176.83,176.86,158.55,159.8,159.8,132717486.0,0.0
2011-09-30,157.12,162.29,154.19,158.06,158.06,123323001.0,0.0
2011-10-07,161.09,161.58,155.27,159.18,159.18,78620876.0,0.0
2011-10-14,162.05,164.0,160.82,163.4,163.4,46122451.0,0.0
2011-10-21,164.0,164.16,156.05,159.52,159.52,63313603.0,0.0
2011-10-28,160.55,170.29,160.22,169.62,169.62,74589036.0,0.0
2011-11-04,167.76,172.04,163.61,170.85,170.85,66891429.0,0.0
2011-11-11,172.85,175.46,168.83,173.96,173.96,69007016.0,0.0
2011-11-18,173.74,173.86,166.39,167.62,167.62,72613029.0,0.0
2011-11-25,166.6099,166.71,162.07,163.4,163.4,51676687.0,0.0
2011-12-02,166.93,170.8,165.98,169.82,169.82,53031579.0,0.0
2011-12-09,169.06,169.95,165.53,166.4,166.4,51041937.0,0.0
2011-12-16,162.35,163.19,151.71,155.23,155.23,122127258.0,0.0
2011-12-23,155.48,157.53,154.36,156.31,156.31,47067737.0,0.0
2011-12-30,155.08,155.55,148.27,151.99,151.99,51964031.0,0.0
2012-01-06,154.76,158.63,154.55,157.2,157.2,46259436.0,0.0
2012-01-13,157.36,161.615,156.19,159.26,159.26,42544515.0,0.0
2012-01-20,161.17,162.09,159.68,162.07,162.07,37281079.0,0.0
2012-01-27,162.325,169.0,160.29,168.97,168.97,77404505.0,0.0
