Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2004-11-15 00:00:00-05:00,44.43000030517578,44.91999816894531,44.06999969482422,44.779998779296875,17647300,0.0,0.0,0.0
2004-11-22 00:00:00-05:00,44.75,45.599998474121094,44.720001220703125,45.290000915527344,24368000,0.0,0.0,0.0
2004-11-29 00:00:00-05:00,45.099998474121094,46.0,44.68000030517578,45.599998474121094,20329800,0.0,0.0,0.0
2004-12-06 00:00:00-05:00,45.38999938964844,45.470001220703125,43.20000076293945,43.439998626708984,19066000,0.0,0.0,0.0
2004-12-13 00:00:00-05:00,43.61000061035156,44.220001220703125,43.5099983215332,44.189998626708984,11486200,0.0,0.0,0.0
2004-12-20 00:00:00-05:00,44.33000183105469,44.369998931884766,43.88999938964844,44.27000045776367,6661100,0.0,0.0,0.0
2004-12-27 00:00:00-05:00,44.290000915527344,44.560001373291016,43.349998474121094,43.79999923706055,10870100,0.0,0.0,0.0
2005-01-03 00:00:00-05:00,42.97999954223633,43.16999816894531,41.70000076293945,41.84000015258789,17289900,0.0,0.0,0.0
2005-01-10 00:00:00-05:00,41.9900016784668,42.790000915527344,41.88999938964844,42.31999969482422,6251700,0.0,0.0,0.0
2005-01-17 00:00:00-05:00,42.220001220703125,42.81999969482422,42.11000061035156,42.7400016784668,4411700,0.0,0.0,0.0
2005-01-24 00:00:00-05:00,42.7400016784668,42.81999969482422,42.099998474121094,42.689998626708984,5889500,0.0,0.0,0.0
2005-01-31 00:00:00-05:00,42.209999084472656,42.29999923706055,41.38999938964844,41.470001220703125,8003600,0.0,0.0,0.0
2005-02-07 00:00:00-05:00,41.54999923706055,42.15999984741211,41.02000045776367,42.08000183105469,16199700,0.0,0.0,0.0
2005-02-14 00:00:00-05:00,42.41999816894531,42.81999969482422,42.20000076293945,42.75,9649500,0.0,0.0,0.0
2005-02-21 00:00:00-05:00,43.38999938964844,43.630001068115234,43.150001525878906,43.5,7232700,0.0,0.0,0.0
2005-02-28 00:00:00-05:00,43.68000030517578,43.7400016784668,42.900001525878906,43.380001068115234,8028500,0.0,0.0,0.0
2005-03-07 00:00:00-05:00,43.31999969482422,44.66999816894531,43.2599983215332,44.43000030517578,11714600,0.0,0.0,0.0
2005-03-14 00:00:00-05:00,44.2599983215332,44.349998474121094,43.599998474121094,43.88999938964844,7077500,0.0,0.0,0.0
2005-03-21 00:00:00-05:00,43.209999084472656,43.25,42.349998474121094,42.38999938964844,10508700,0.0,0.0,0.0
2005-03-28 00:00:00-05:00,42.459999084472656,42.869998931884766,42.40999984741211,42.619998931884766,6914900,0.0,0.0,0.0
2005-04-04 00:00:00-04:00,42.43000030517578,42.810001373291016,42.22999954223633,42.689998626708984,8273700,0.0,0.0,0.0
2005-04-11 00:00:00-04:00,42.84000015258789,42.959999084472656,42.15999984741211,42.400001525878906,8487700,0.0,0.0,0.0
2005-04-18 00:00:00-04:00,42.54999923706055,43.52000045776367,42.52000045776367,43.38999938964844,8022900,0.0,0.0,0.0
2005-04-25 00:00:00-04:00,43.349998474121094,43.70000076293945,42.9900016784668,43.349998474121094,11197200,0.0,0.0,0.0
2005-05-02 00:00:00-04:00,43.130001068115234,43.16999816894531,42.34000015258789,42.52000045776367,7625700,0.0,0.0,0.0
2005-05-09 00:00:00-04:00,42.540000915527344,42.83000183105469,41.83000183105469,41.95000076293945,4506900,0.0,0.0,0.0
2005-05-16 00:00:00-04:00,41.77000045776367,42.11000061035156,41.61000061035156,41.650001525878906,5505400,0.0,0.0,0.0
2005-05-23 00:00:00-04:00,41.689998626708984,41.959999084472656,41.54999923706055,41.880001068115234,11016700,0.0,0.0,0.0
2005-05-30 00:00:00-04:00,41.34000015258789,42.38999938964844,41.33000183105469,42.16999816894531,14090100,0.0,0.0,0.0
2005-06-06 00:00:00-04:00,42.560001373291016,42.720001220703125,42.029998779296875,42.619998931884766,6146000,0.0,0.0,0.0
2005-06-13 00:00:00-04:00,42.81999969482422,43.849998474121094,42.58000183105469,43.630001068115234,9094200,0.0,0.0,0.0
2005-06-20 00:00:00-04:00,43.939998626708984,44.130001068115234,43.41999816894531,43.900001525878906,5414900,0.0,0.0,0.0
2005-06-27 00:00:00-04:00,43.900001525878906,43.93000030517578,42.59000015258789,42.70000076293945,6354600,0.0,0.0,0.0
2005-07-04 00:00:00-04:00,42.34000015258789,42.560001373291016,42.04999923706055,42.2599983215332,9006700,0.0,0.0,0.0
2005-07-11 00:00:00-04:00,42.33000183105469,42.63999938964844,41.70000076293945,42.04999923706055,7255800,0.0,0.0,0.0
2005-07-18 00:00:00-04:00,41.959999084472656,42.5099983215332,41.810001373291016,42.45000076293945,6766400,0.0,0.0,0.0
2005-07-25 00:00:00-04:00,42.459999084472656,42.959999084472656,42.13999938964844,42.81999969482422,9178100,0.0,0.0,0.0
2005-08-01 00:00:00-04:00,43.08000183105469,43.81999969482422,42.9900016784668,43.599998474121094,5707600,0.0,0.0,0.0
2005-08-08 00:00:00-04:00,43.52000045776367,44.720001220703125,43.16999816894531,44.4900016784668,7724400,0.0,0.0,0.0
2005-08-15 00:00:00-04:00,44.189998626708984,44.56999969482422,43.4900016784668,43.599998474121094,7302700,0.0,0.0,0.0
2005-08-22 00:00:00-04:00,43.84000015258789,43.959999084472656,43.40999984741211,43.61000061035156,5333500,0.0,0.0,0.0
2005-08-29 00:00:00-04:00,43.810001373291016,44.400001525878906,42.810001373291016,44.25,10120200,0.0,0.0,0.0
2005-09-05 00:00:00-04:00,44.41999816894531,44.869998931884766,44.189998626708984,44.84000015258789,4575500,0.0,0.0,0.0
2005-09-12 00:00:00-04:00,44.68000030517578,45.880001068115234,44.36000061035156,45.81999969482422,8468200,0.0,0.0,0.0
2005-09-19 00:00:00-04:00,46.27000045776367,47.130001068115234,45.91999816894531,46.279998779296875,16353000,0.0,0.0,0.0
2005-09-26 00:00:00-04:00,45.84000015258789,47.22999954223633,45.65999984741211,46.70000076293945,11292100,0.0,0.0,0.0
2005-10-03 00:00:00-04:00,46.619998931884766,47.47999954223633,46.13999938964844,47.36000061035156,9481700,0.0,0.0,0.0
2005-10-10 00:00:00-04:00,47.310001373291016,47.720001220703125,46.40999984741211,46.79999923706055,13117500,0.0,0.0,0.0
2005-10-17 00:00:00-04:00,47.2599983215332,47.369998931884766,45.83000183105469,46.52000045776367,9075400,0.0,0.0,0.0
2005-10-24 00:00:00-04:00,46.38999938964844,47.41999816894531,46.310001373291016,47.220001220703125,11489700,0.0,0.0,0.0
2005-10-31 00:00:00-05:00,47.02000045776367,47.040000915527344,45.31999969482422,45.5099983215332,10336000,0.0,0.0,0.0
2005-11-07 00:00:00-05:00,45.66999816894531,46.81999969482422,45.459999084472656,46.79999923706055,5061100,0.0,0.0,0.0
2005-11-14 00:00:00-05:00,46.560001373291016,48.61000061035156,46.5099983215332,48.459999084472656,10013300,0.0,0.0,0.0
2005-11-21 00:00:00-05:00,48.689998626708984,49.9900016784668,48.2400016784668,49.41999816894531,7691100,0.0,0.0,0.0
2005-11-28 00:00:00-05:00,49.29999923706055,50.34000015258789,49.060001373291016,50.31999969482422,10518800,0.0,0.0,0.0
2005-12-05 00:00:00-05:00,50.43000030517578,52.900001525878906,50.209999084472656,52.400001525878906,15549300,0.0,0.0,0.0
2005-12-12 00:00:00-05:00,53.09000015258789,53.7599983215332,49.93000030517578,50.09000015258789,28077200,0.0,0.0,0.0
2005-12-19 00:00:00-05:00,50.58000183105469,50.75,48.79999923706055,50.119998931884766,16194300,0.0,0.0,0.0
2005-12-26 00:00:00-05:00,50.650001525878906,51.720001220703125,50.5,51.58000183105469,15380700,0.0,0.0,0.0
2006-01-02 00:00:00-05:00,52.290000915527344,53.869998931884766,52.099998474121094,53.720001220703125,22186000,0.0,0.0,0.0
2006-01-09 00:00:00-05:00,53.459999084472656,55.560001373291016,53.310001373291016,55.439998626708984,23253500,0.0,0.0,0.0
2006-01-16 00:00:00-05:00,55.25,56.599998474121094,54.0099983215332,55.20000076293945,22256900,0.0,0.0,0.0
2006-01-23 00:00:00-05:00,55.59000015258789,56.529998779296875,55.2599983215332,55.630001068115234,26984700,0.0,0.0,0.0
2006-01-30 00:00:00-05:00,55.970001220703125,57.29999923706055,55.95000076293945,56.5,23850100,0.0,0.0,0.0
2006-02-06 00:00:00-05:00,56.7599983215332,57.150001525878906,54.33000183105469,54.790000915527344,28656200,0.0,0.0,0.0
2006-02-13 00:00:00-05:00,54.63999938964844,55.20000076293945,53.33000183105469,54.959999084472656,23064300,0.0,0.0,0.0
2006-02-20 00:00:00-05:00,55.13999938964844,55.709999084472656,54.54999923706055,55.63999938964844,14544100,0.0,0.0,0.0
2006-02-27 00:00:00-05:00,55.2599983215332,56.81999969482422,55.0099983215332,56.279998779296875,16948800,0.0,0.0,0.0
2006-03-06 00:00:00-05:00,56.40999984741211,56.45000076293945,53.150001525878906,53.83000183105469,26817900,0.0,0.0,0.0
2006-03-13 00:00:00-05:00,54.09000015258789,55.439998626708984,53.91999816894531,55.119998931884766,15382400,0.0,0.0,0.0
2006-03-20 00:00:00-05:00,55.0099983215332,55.83000183105469,54.2400016784668,55.709999084472656,15266000,0.0,0.0,0.0
2006-03-27 00:00:00-05:00,56.18000030517578,58.70000076293945,55.91999816894531,58.099998474121094,23990000,0.0,0.0,0.0
2006-04-03 00:00:00-04:00,58.619998931884766,59.34000015258789,58.0,58.59000015258789,25720300,0.0,0.0,0.0
2006-04-10 00:00:00-04:00,59.47999954223633,59.849998474121094,58.869998931884766,59.5,15227200,0.0,0.0,0.0
2006-04-17 00:00:00-04:00,60.380001068115234,63.95000076293945,60.20000076293945,63.20000076293945,42994400,0.0,0.0,0.0
2006-04-24 00:00:00-04:00,62.349998474121094,65.2699966430664,61.599998474121094,65.08999633789062,33590900,0.0,0.0,0.0
2006-05-01 00:00:00-04:00,65.68000030517578,68.01000213623047,64.9800033569336,67.98999786376953,48700000,0.0,0.0,0.0
2006-05-08 00:00:00-04:00,67.19999694824219,72.26000213623047,66.75,71.12000274658203,67314600,0.0,0.0,0.0
2006-05-15 00:00:00-04:00,68.68000030517578,70.16999816894531,64.69999694824219,65.58000183105469,78428600,0.0,0.0,0.0
2006-05-22 00:00:00-04:00,64.41999816894531,67.16000366210938,63.220001220703125,65.0999984741211,45324300,0.0,0.0,0.0
